funding_rounds,founder_experience_years,team_size,market_size_billion,product_traction_users,burn_rate_million,revenue_million,investor_type,sector,founder_background,outcome
1,21,230,120.38368490435936,478540,16.72099595588366,1338253.1397536707,tier1_vc,AI,first_time,Acquisition
2,13,131,7.87895330643622,257705,15.077651795819467,618954.093077993,angel,Ecommerce,first_time,Failure
2,5,51,35.7609422995266,221857,5.000284127456189,614691.2596510254,angel,Health,first_time,Failure
3,24,113,40.25763067873289,104150,6.526261662076352,320503.8322380871,none,Ecommerce,first_time,Acquisition
1,5,244,21.8144429295873,441635,39.08247604288394,1967710.2061716134,angel,SaaS,ex_bigtech,Failure
3,12,90,26.5507535993135,55059,16.042496208011585,50193.89350489868,tier2_vc,SaaS,first_time,Failure
2,17,110,9.939497903944382,223015,14.599726627360038,245009.57298919986,angel,AI,serial_founder,Failure
2,14,102,33.49968807496004,719675,11.534652954606063,2058971.7924456028,none,Crypto,first_time,Acquisition
6,24,5,54.66233025598401,416749,5.661802853401845,328717.44629505306,angel,Climate,academic,Acquisition
3,17,57,2.959186511952996,230315,6.450938125199306,762105.991624936,angel,Health,first_time,Failure
3,2,103,93.25237676767607,323887,10.529923820078993,1170726.226045663,angel,SaaS,first_time,Failure
2,17,223,13.776151208150813,456883,5.9739466527846155,1461523.4418154594,tier1_vc,AI,first_time,Acquisition
4,7,32,57.29638093034781,591938,10.623248314128984,2079972.5343288437,none,Fintech,ex_bigtech,IPO
0,23,295,82.91254262350104,196901,9.989573406489807,913327.1824118557,none,Crypto,ex_bigtech,Failure
2,0,136,63.96076345019722,323983,39.41199128999766,910202.3615970009,tier2_vc,Health,first_time,Acquisition
1,11,51,36.67870171982255,294183,12.264969604014805,747565.8121700411,tier2_vc,Fintech,ex_bigtech,Failure
3,8,259,26.214899296506783,179280,4.710816435113919,131618.9308042379,none,AI,serial_founder,Failure
2,12,261,3.200952944143871,51420,44.90179604909807,126446.72837793549,angel,Crypto,first_time,Failure
1,16,37,27.58333537017883,281672,2.0211568423299178,1312719.4108339483,angel,Climate,first_time,Acquisition
1,0,257,33.72891295019724,76982,19.924830810451976,344766.34860574023,tier2_vc,SaaS,ex_bigtech,Failure
3,6,155,18.584261813841962,162629,7.716540271917879,755682.562328389,tier1_vc,AI,ex_bigtech,Acquisition
1,21,206,21.035756051127976,194799,7.774209859276824,769196.8784781292,tier2_vc,Health,serial_founder,Acquisition
1,7,73,71.52079988927096,193259,2.2987134173777015,143448.68916741663,tier1_vc,AI,first_time,Failure
2,0,57,15.861607654939556,266938,6.955415062164159,265133.9039131265,angel,SaaS,serial_founder,Failure
0,10,36,35.13245894445867,379319,3.254775416921555,639593.0465133503,tier2_vc,Crypto,serial_founder,Failure
3,6,134,23.770121147054656,429342,41.115312390526846,1505249.8167071776,angel,Climate,first_time,Acquisition
3,14,128,48.20149790325036,382297,13.522518339809091,1054257.3839919504,tier2_vc,AI,ex_bigtech,Acquisition
1,8,14,10.985928655866998,443751,38.338831477307195,664939.2826772606,tier2_vc,Crypto,academic,Acquisition
2,7,20,42.46833832651362,109237,9.316355029369154,296199.0794468027,tier1_vc,AI,ex_bigtech,Failure
3,1,167,31.950023148690306,139900,9.91499966753975,471868.6438714131,angel,Health,ex_bigtech,Failure
2,20,273,107.15370395833017,436860,2.7055513360466645,1014080.0396893985,none,Ecommerce,first_time,Acquisition
3,19,181,13.1857794691804,133790,43.51744458908218,613197.8239885742,tier2_vc,Ecommerce,academic,Acquisition
2,7,133,10.702340869570778,383356,13.005873206941374,1779120.2097355488,tier2_vc,Fintech,academic,Acquisition
0,23,56,53.015297689046804,303507,8.310323779024786,866102.6458685102,none,AI,first_time,Failure
1,19,273,27.559688374721688,845555,22.525077703139235,1000720.3650448789,tier2_vc,Fintech,first_time,Acquisition
1,21,23,9.985224539160823,411716,44.71079275965919,1147103.4716967035,tier2_vc,Fintech,first_time,Acquisition
1,5,149,5.149771737515829,67769,12.984491287674055,103886.59815496305,tier1_vc,Health,serial_founder,Failure
1,4,205,3.9592698314368406,319933,22.56888201280448,585452.9520971695,none,Ecommerce,academic,Failure
0,23,30,29.05276405130794,408613,25.1011834226168,1222112.9613180147,tier1_vc,Climate,first_time,Failure
2,24,239,11.527740289849985,420923,10.145395955677726,1878122.0058179572,none,Fintech,serial_founder,Acquisition
1,19,93,10.578377524798002,216185,6.691768760992789,242204.94241690915,tier1_vc,Climate,first_time,Failure
3,24,119,29.97844805307125,226787,4.64369634048276,976545.1698693426,tier2_vc,Health,first_time,Acquisition
2,14,264,1.7166679903791042,17151,8.747847325086756,26546.13036882665,angel,Climate,first_time,Failure
2,9,91,41.25041057218879,158482,7.6062901492047565,252028.44662747535,tier1_vc,SaaS,first_time,Failure
0,18,28,59.32235169077364,136016,23.39334746486472,560330.2326688408,angel,Climate,ex_bigtech,Failure
1,15,116,58.35329104314372,319702,6.54235974647902,1166691.4417039456,tier1_vc,SaaS,ex_bigtech,Acquisition
1,1,180,35.59707209680179,466560,14.403165477330138,1536342.177976298,tier2_vc,AI,first_time,Failure
3,17,240,60.93642174841475,654852,5.937568853335327,2556579.978970549,tier1_vc,Fintech,serial_founder,IPO
1,5,118,93.41776916007268,174312,4.7870649951707795,353486.1042483968,angel,Fintech,academic,Failure
2,2,33,8.14173380189216,453957,29.276305675797584,260000.09285328555,angel,AI,ex_bigtech,Failure
2,10,181,4.598566109790209,524695,18.720767007481534,1797135.6838438604,angel,Crypto,serial_founder,Acquisition
3,17,33,16.222110732567344,127443,9.2494715277945,317794.93683311273,tier2_vc,Ecommerce,first_time,Failure
4,3,183,71.82051027827404,171466,12.625951352790448,749062.8849749768,tier2_vc,Ecommerce,ex_bigtech,Failure
0,12,55,41.75014524884297,56973,11.747668028880174,118549.00613653561,angel,Health,academic,Failure
2,0,12,2.8561476464755904,130885,10.260018132459898,548776.3333062668,tier2_vc,Crypto,first_time,Failure
1,2,124,15.851871417313719,530478,21.320591212028607,972725.8266905765,tier2_vc,AI,ex_bigtech,Failure
3,8,45,16.791530402715612,424388,4.7980915444200525,1976057.7655986578,none,Health,academic,Acquisition
1,19,233,5.434475548838927,203666,22.916070807304674,448285.20786677237,tier2_vc,Crypto,first_time,Failure
1,18,162,32.21119530109321,323466,6.4918426912754255,512140.57234514103,none,Health,first_time,Acquisition
2,24,233,13.249584377905412,255729,6.814313999531233,1044308.3427794783,tier2_vc,Climate,first_time,Acquisition
2,24,251,7.420368788775217,527555,17.85146889702238,2416101.635169065,tier2_vc,Health,first_time,Acquisition
0,13,227,86.82966927700193,137022,12.088776707029956,210354.25351356357,none,Fintech,first_time,Failure
1,3,171,6.102469389919297,320853,54.92977536917384,321691.4062177868,tier2_vc,SaaS,first_time,Failure
4,7,154,97.7151923370547,286915,5.004102414803854,274829.1703129285,tier2_vc,SaaS,academic,Acquisition
3,12,94,12.135173692817467,598776,9.722405673194816,2652948.94943993,tier2_vc,Health,ex_bigtech,IPO
0,3,296,28.168657872496855,397753,17.430025101004173,704016.0107329251,none,Crypto,ex_bigtech,Failure
1,2,266,25.555421257695368,121656,8.021466042223068,490527.5461051063,angel,Health,academic,Failure
0,14,245,47.287630835882105,236188,12.613257964622953,844395.1421147248,angel,Health,ex_bigtech,Failure
2,24,287,16.31488517646866,215446,89.94510137827417,267515.045949077,tier2_vc,Ecommerce,academic,Failure
1,17,33,20.57250929824472,298562,15.845823064705352,436280.7539349123,angel,Climate,academic,Failure
2,9,79,40.672711010161315,189568,20.67292914194432,577401.0307047851,angel,Fintech,first_time,Failure
4,12,96,27.049431969137814,206131,12.319811545121755,333769.1633485959,angel,Health,first_time,Acquisition
0,11,89,5.317753737459502,311428,6.663970601509509,459899.91053680156,tier2_vc,Ecommerce,first_time,Failure
2,16,81,8.619461484038107,94707,5.563243453671753,471347.19930823747,tier1_vc,Fintech,first_time,Failure
2,15,11,103.45180623501909,154074,2.196443754198967,423560.3687874542,none,AI,serial_founder,Failure
1,22,249,31.587379790103018,690896,5.6603281238879015,1852678.5578053351,none,Climate,ex_bigtech,Acquisition
0,9,272,20.720514772572766,574164,5.81356615923532,963407.1369073008,none,Health,first_time,Acquisition
3,6,41,6.036689273239979,251396,10.352241284904576,395487.3590489632,tier2_vc,Climate,ex_bigtech,Acquisition
3,10,170,21.56144510382896,414202,9.036949799229577,372171.6959169103,none,SaaS,first_time,Failure
2,1,298,43.3554085432932,686307,28.891768315475467,3282223.6763758673,none,Climate,academic,IPO
0,17,128,55.70420720650119,137369,8.645470684862634,237454.88284433528,tier2_vc,Climate,first_time,Failure
1,13,274,29.98355348935241,537575,24.28270494837614,1480539.0375707757,tier1_vc,Health,serial_founder,Acquisition
2,22,186,17.76069563948946,175558,11.088464619594589,327985.376595301,angel,AI,first_time,Acquisition
5,21,196,9.352305768286877,75399,11.8243643381716,283072.99227099115,angel,Crypto,ex_bigtech,Failure
2,1,104,11.091794896444856,214075,15.086396589051386,602462.5635234632,tier2_vc,Ecommerce,academic,Failure
3,14,16,55.250743139173395,264742,56.344288851759195,545091.5725857868,tier1_vc,Climate,first_time,Failure
2,17,158,10.512246384572395,315507,6.098608400769253,1423098.5978780498,tier1_vc,Fintech,first_time,Acquisition
2,23,249,19.07018151575355,356324,10.6818984800454,250712.0735422545,tier2_vc,Climate,ex_bigtech,Failure
5,0,65,51.39208586320307,592315,29.842995534283983,1979126.150011099,tier1_vc,Fintech,first_time,Acquisition
4,24,183,11.681859577453615,211380,15.55654591600087,773363.5561771168,tier2_vc,SaaS,ex_bigtech,Acquisition
2,20,89,6.187571147345308,163012,14.686766863323342,298511.7023795795,tier2_vc,SaaS,academic,Acquisition
0,24,32,5.065241030113235,458005,12.667007930155243,337044.65631716617,tier2_vc,Ecommerce,academic,Failure
3,12,196,60.759376122485456,162331,16.213158361555365,619073.6409678705,tier2_vc,Fintech,first_time,Acquisition
2,10,84,12.406451108252627,17697,5.757082088432077,72175.87390042258,tier2_vc,Fintech,serial_founder,Failure
3,1,203,27.955101516851098,529217,11.496022418195958,1780979.7500659667,none,SaaS,first_time,Acquisition
1,11,276,37.099385003649765,247850,12.543483979725531,515358.4649203747,none,Ecommerce,academic,Acquisition
1,17,217,17.49944470795177,338462,16.463139449027718,813372.9288056663,tier2_vc,Fintech,academic,Failure
5,0,147,10.412936882440466,453312,5.802628118860023,1492944.7178325055,angel,Ecommerce,ex_bigtech,Acquisition
3,13,264,6.35671051156019,341346,12.0305186783304,706190.4161061462,tier2_vc,Crypto,ex_bigtech,Acquisition
4,9,121,29.6772617688731,383605,20.09378528690104,1887932.5964291487,angel,AI,first_time,Acquisition
2,2,25,40.436371912303606,413404,11.179508834906704,782475.2652111576,none,Crypto,serial_founder,Failure
1,11,230,11.287916435418051,361433,7.651747198515544,188722.53526547903,angel,AI,academic,Failure
1,12,263,19.61136560739334,70297,14.409101237657131,196938.28638523215,tier1_vc,Fintech,first_time,Failure
0,21,73,26.390526601710306,238310,39.75758976769351,576808.7466080277,angel,Crypto,ex_bigtech,Failure
0,2,289,37.19432327436346,198940,1.0072988297471768,196956.10479741695,tier2_vc,Crypto,ex_bigtech,Failure
3,9,103,16.4024825529976,460787,16.276073048133824,1088176.431115244,tier2_vc,Crypto,ex_bigtech,Acquisition
3,0,286,43.873097491647506,39180,17.98448373111257,91096.22555889594,none,AI,academic,Failure
4,8,95,12.667323348114387,385221,13.860019676170115,1391548.1291844223,angel,Fintech,first_time,Acquisition
2,23,146,33.310778263909725,601471,17.663669591785165,1576512.3791058583,tier2_vc,Climate,first_time,Acquisition
4,24,233,52.906206385538674,380585,22.767231816751586,790026.0807840342,angel,Climate,first_time,Acquisition
1,16,49,1.9434077821889266,191054,20.959958028066417,536065.7819924885,angel,Health,serial_founder,Failure
2,3,140,31.360970847034213,78366,18.805855303404652,314760.6523746311,tier2_vc,AI,first_time,Failure
0,18,174,279.2735120389425,322667,6.62191732197303,869380.5979697444,angel,Fintech,academic,Acquisition
5,20,166,35.0768376868993,224786,19.06361279623308,686353.5323056972,angel,AI,academic,Failure
2,20,261,9.775499168965649,183717,8.416706838831969,661662.075309179,angel,Fintech,academic,Failure
2,17,161,6.392405219850753,222311,11.331787284561704,448942.22303512954,tier2_vc,Ecommerce,academic,Failure
3,8,69,10.097656677937486,29899,14.533571977594923,59799.54451052117,none,Climate,first_time,Failure
2,20,260,16.231792520322408,357246,6.951246967086828,415670.3382663792,tier1_vc,Health,first_time,Failure
6,10,197,159.52446878772824,510028,3.3731872724180256,1518887.2016800158,tier2_vc,Health,serial_founder,IPO
2,7,151,13.10936101379243,126203,14.501104795438598,240691.37467983377,angel,Climate,first_time,Failure
2,6,8,13.161749332286023,385917,4.40532035243224,1611293.6439395319,tier2_vc,SaaS,first_time,Acquisition
2,11,133,13.242278230719798,67537,12.022572322538002,37740.40949704818,tier2_vc,Climate,academic,Acquisition
3,7,220,155.20755323597555,423730,9.69487200036839,296927.81438779464,tier1_vc,Ecommerce,academic,Acquisition
3,0,69,11.06537952802711,473301,9.362973454149378,359632.6727856344,none,Crypto,first_time,Acquisition
3,22,269,30.590169296037885,166256,5.817348714023611,617540.5490595072,tier2_vc,SaaS,first_time,Acquisition
6,0,204,257.91262044078985,167551,33.541876917965595,474358.57850735495,angel,SaaS,ex_bigtech,Acquisition
1,18,165,21.437913583156416,165700,20.44270818726744,244825.35845066237,tier2_vc,Ecommerce,first_time,Failure
2,21,215,7.415832419889875,38743,12.588189181665543,111493.80623869518,tier1_vc,AI,serial_founder,Failure
1,5,43,1.8818575572760632,125396,3.5952728367832316,423599.5901217769,tier2_vc,Climate,serial_founder,Failure
2,5,268,39.49386270583289,193645,5.781675432019493,284847.7028659097,tier2_vc,Climate,ex_bigtech,Failure
3,13,2,4.081996374411363,256964,45.92525097875627,662492.1468141745,tier2_vc,Crypto,serial_founder,Failure
3,3,167,10.397141845734904,173472,6.743368384515504,689898.0159577534,tier2_vc,Fintech,serial_founder,Failure
2,0,41,29.628192988467372,118722,9.621270526588841,499666.6194737858,none,Climate,ex_bigtech,Failure
1,0,259,24.94650848180462,123066,15.961803587638,306542.26672743034,none,Ecommerce,first_time,Failure
4,23,257,27.92435716990012,157334,16.567282828095887,114943.26174280231,angel,Ecommerce,first_time,Failure
1,17,192,54.583143512850796,345034,11.717162896374827,393546.0099360452,tier2_vc,Fintech,first_time,Failure
2,19,102,8.793858827512977,296969,7.109656068051475,258348.7728086984,none,Health,first_time,Failure
2,23,175,6.521134250761405,271830,26.60138721044507,184335.12753772957,tier2_vc,Ecommerce,first_time,Acquisition
2,13,161,159.49679224996495,269828,4.430163680438834,1331382.093181533,tier2_vc,Climate,first_time,Acquisition
0,7,166,104.53824688093886,46786,6.9428464851541944,145508.9052524875,angel,SaaS,academic,Acquisition
4,12,80,7.028065269009933,45254,2.9790972240418525,109621.2290914767,angel,Climate,first_time,Failure
1,20,233,15.047524599028742,245845,26.38528582929734,798540.6589026725,tier1_vc,Fintech,academic,Acquisition
0,22,291,3.502333664557233,246307,32.3521454173377,721691.2528275198,none,Crypto,first_time,Failure
2,4,253,52.911882442457305,179410,5.9773480124599665,735321.3601067972,tier2_vc,SaaS,first_time,Failure
2,17,190,25.348020635433258,241803,27.403562329293848,335526.10438397713,angel,Climate,first_time,Failure
3,8,234,26.643272893431615,518093,11.819117649337347,782834.7871724177,tier1_vc,SaaS,ex_bigtech,Acquisition
2,20,106,24.12512444813923,233633,25.853029597207495,849343.083521665,angel,Health,first_time,Acquisition
0,22,49,12.219754081793296,124582,8.309052745762823,199760.61065687676,none,Crypto,ex_bigtech,Failure
2,7,64,19.84555393865464,262838,19.745671920363993,184599.77620844715,tier2_vc,AI,academic,Failure
2,13,150,22.710140949187814,27298,18.10954806509505,112760.31187382976,none,Health,academic,Failure
3,22,142,71.29770351371346,189552,15.67941344376135,899906.6501045177,none,SaaS,ex_bigtech,Acquisition
2,20,266,10.460784267942051,374697,33.27947710742474,964530.4423624255,tier2_vc,Crypto,first_time,Failure
2,9,65,6.488905103927324,107436,11.597000396658757,456292.2649196439,tier2_vc,AI,first_time,Failure
0,24,132,365.55585493316727,589302,7.604808103464461,1189286.418142629,angel,Ecommerce,ex_bigtech,Acquisition
3,16,220,44.40555448375049,414268,58.94076406783184,560727.0657126715,none,Health,ex_bigtech,Acquisition
3,17,171,12.067606338307574,329367,24.01418428732164,622179.2759373796,tier2_vc,SaaS,first_time,Acquisition
4,21,26,40.370499837428355,228955,19.810984313664814,358345.29542341665,tier1_vc,Health,first_time,Failure
0,13,3,11.526450483274948,676756,22.687066185811346,3162074.0113026765,tier1_vc,Climate,serial_founder,Acquisition
4,1,200,18.098502048568676,182526,4.729395790444663,183164.05296570942,none,SaaS,first_time,Failure
0,20,211,35.61490810102981,155110,3.3248001443197275,177610.47525863812,tier2_vc,Crypto,serial_founder,Failure
2,13,228,33.8874780165543,378217,1.5617523699749127,1431003.4889225732,angel,Climate,serial_founder,Acquisition
1,6,129,23.87784390606217,354702,2.533151330931941,593487.2524625604,tier2_vc,Fintech,academic,Failure
2,5,203,7.433139782544876,665258,22.638478500261453,686783.2275152331,tier2_vc,SaaS,ex_bigtech,Acquisition
